TicketNo,First Name,Last Name,HomePlanet,Cabin,Destination,BodyState,Age,VIP,RoomService,FoodCourt,Mall,Spa,VR Deck,Transported
4664-1,Weney,Braymon,Earth,Zeta-0304-R,Kepler 186f,Normal,39,NO,1801.8,7682.4,29.7,326.7,0,FALSE
4665-1,Bettie,Rickson,Earth,Kappa-0759-L,Kepler 452b,Cryostasis,23,NO,0,0,0,0,0,FALSE
4666-1,Quars,Derte,55-Cancri e,Alfa-0155-L,Kepler 186f,Normal,22,NO,633.6,0,12018.6,5177.7,0,*System Error*
4667-1,Dian,Sextones,Earth,,Kepler 186f,Cryostasis,43,NO,0,0,0,0,0,TRUE
4668-1,Syrmion,Scerodbox,Trapist 1e,Epsilon-0181-R,Kepler 442b,Cryostasis,65,NO,0,0,0,0,0,TRUE
4668-2,Sadrus,Scerodbox,Trapist 1e,Epsilon-0181-R,Kepler 442b,Cryostasis,28,VIP,0,0,0,0,0,TRUE
4669-1,Ankaan,Trakery,Trapist 1e,Delta-0186-R,,Cryostasis,39,NO,0,0,0,0,0,*System Error*
4670-1,Steron,Clugete,Trapist 1e,Zeta-0293-L,Kepler 186f,Normal,32,NO,0,24809.4,0,4148.1,5227.2,*System Error*
4671-1,Suls,Lake,55-Cancri e,Gamma-0950-L,Kepler 186f,Normal,9,NO,0,0,0,0,0,*System Error*
4671-2,Macode,Lake,55-Cancri e,Gamma-0950-L,Kepler 186f,Normal,34,NO,0,0,0,0,0,*System Error*
4671-3,Wheals,Lake,,Gamma-0950-L,Kepler 186f,Normal,70,NO,0,0,0,0,0,*System Error*
4671-4,Wafros,Lake,55-Cancri e,Gamma-0950-L,Kepler 186f,Normal,,NO,0,0,0,0,0,*System Error*
4672-1,Billey,Byerson,Earth,Kappa-0760-L,Kepler 442b,Cryostasis,43,NO,0,0,0,0,0,FALSE
4673-1,Willy,Dicksons,Earth,Gamma-0951-L,,Normal,20,NO,346.5,19.8,4761.9,1197.9,0,FALSE
4674-1,Sylvin,Coolez,Earth,Gamma-0878-R,Kepler 186f,Normal,24,NO,3514.5,0,0,10246.5,0,*System Error*
4675-1,Alraino,Coarswing,Trapist 1e,Epsilon-0150-L,Kepler 442b,Normal,40,NO,52796.7,65359.8,0,2316.6,0,*System Error*
4675-2,Izares,Coarswing,Trapist 1e,Epsilon-0150-L,Kepler 186f,Normal,27,NO,0,4346.1,44154,24997.5,111127.5,*System Error*
4676-1,Andie,Campson,Earth,Kappa-0761-L,Kepler 186f,Normal,43,NO,0,0,16602.3,643.5,613.8,TRUE
4677-1,Skatzn,Obeaded,Trapist 1e,Epsilon-0151-L,Kepler 442b,Normal,32,NO,0,40253.4,0,5385.6,12592.8,FALSE
4678-1,Sonnie,Mcleaney,Earth,Gamma-0952-L,Kepler 186f,Normal,39,NO,1811.7,2009.7,0,1089,3702.6,FALSE
4679-1,Zaviton,Iniouser,Trapist 1e,Epsilon-0182-R,Kepler 186f,Normal,65,NO,0,45332.1,9.9,9959.4,20631.6,TRUE
4680-1,Dakes,Colte,55-Cancri e,Alfa-0156-L,Kepler 186f,Normal,19,NO,0,0,376.2,0,19.8,FALSE
4680-2,Watros,Colte,55-Cancri e,Gamma-0953-L,Kepler 186f,Cryostasis,3,NO,0,0,0,0,0,TRUE
4680-3,,,55-Cancri e,Gamma-0953-L,Kepler 186f,,20,NO,0,0,0,0,0,TRUE
4680-4,Meass,Colte,55-Cancri e,Alfa-0156-L,Kepler 186f,Normal,39,NO,11325.6,39.6,336.6,0,0,FALSE
4681-1,Neutrak,Spadal,Trapist 1e,Delta-0156-L,Kepler 442b,Normal,30,NO,544.5,26720.1,0,80150.4,1960.2,*System Error*
4682-1,Gracey,Dotsondez,Earth,Kappa-0768-R,Kepler 186f,,45,NO,0,0,0,0,0,*System Error*
4683-1,Honjay,Sacke,55-Cancri e,Gamma-0954-L,Kepler 186f,Cryostasis,39,NO,0,0,0,0,0,*System Error*
4683-2,Beant,Sacle,55-Cancri e,Gamma-0954-L,Kepler 186f,Normal,26,NO,2445.3,0,10513.8,0,0,*System Error*
4684-1,Halesh,Tirte,55-Cancri e,Gamma-0879-R,Kepler 186f,Normal,52,NO,2227.5,0,7880.4,1059.3,0,TRUE
4685-1,Orz,Napie,55-Cancri e,Gamma-0880-R,Kepler 186f,Cryostasis,20,NO,0,0,0,0,0,*System Error*
4686-1,Fany,Russon,Earth,Kappa-0769-R,Kepler 186f,Normal,40,NO,0,1702.8,6088.5,0,0,TRUE
4687-1,Lynnie,Mejiamsey,Earth,Kappa-0762-L,Kepler 186f,Normal,24,NO,59.4,0,9.9,7751.7,178.2,*System Error*
4688-1,Dia,Buckentry,Earth,Gamma-0881-R,Kepler 186f,Normal,27,NO,7474.5,0,1079.1,0,0,*System Error*
4689-1,Stra,Persoffly,Trapist 1e,Epsilon-0183-R,Kepler 186f,Normal,29,VIP,0,30878.1,0,13899.6,3623.4,TRUE
4690-1,Mediah,Dishocatal,Trapist 1e,Delta-0157-L,Kepler 186f,Cryostasis,36,NO,0,0,0,0,0,TRUE
4690-2,Tope,Dishocatal,Trapist 1e,,Kepler 186f,Normal,29,NO,141837.3,14721.3,0,9.9,0,FALSE
4691-1,Fayey,Buckentry,Earth,Kappa-0770-R,Kepler 186f,Normal,16,NO,0,69.3,0,7415.1,0,FALSE
4692-1,Saxinon,Trashifus,Trapist 1e,Epsilon-0184-R,Kepler 186f,Normal,47,NO,4088.7,8266.5,17235.9,0,83585.7,*System Error*
4693-1,Atrino,Rewmid,Trapist 1e,Delta-0187-R,Kepler 186f,Normal,30,VIP,0,9108,0,20314.8,36501.3,FALSE
4693-2,Schird,Rewmid,Trapist 1e,Delta-0187-R,Kepler 442b,Cryostasis,67,NO,0,0,0,0,0,TRUE
4694-1,Stald,Freder,Earth,Gamma-0882-R,Kepler 442b,Normal,29,NO,0,6237,0,702.9,0,TRUE
4695-1,Cobix,Snoff,55-Cancri e,Gamma-0883-R,Kepler 186f,Normal,,NO,0,0,0,0,0,TRUE
4695-2,Wifts,Snoff,55-Cancri e,Gamma-0883-R,Kepler 186f,Normal,23,NO,31165.2,0,9.9,0,0,FALSE
4695-3,Whex,Snoff,55-Cancri e,Gamma-0883-R,Kepler 186f,Cryostasis,20,NO,0,0,0,0,0,TRUE
4696-1,Gice,Bre,55-Cancri e,Gamma-0884-R,Kepler 186f,Cryostasis,40,NO,0,0,0,0,0,TRUE
4697-1,Ajad,Kraie,55-Cancri e,Gamma-0885-R,Kepler 186f,Cryostasis,27,NO,0,0,0,0,0,*System Error*
4698-1,Heers,Flake,55-Cancri e,Gamma-0955-L,Kepler 442b,Cryostasis,17,NO,0,0,0,0,0,*System Error*
4699-1,Tammyl,Roses,Earth,Gamma-0956-L,Kepler 442b,Normal,61,NO,0,0,0,0,0,FALSE
4700-1,Polar,Netshaless,Trapist 1e,Delta-0158-L,Kepler 442b,Cryostasis,26,NO,0,0,0,0,0,*System Error*
4701-1,Altaira,Dedinder,Trapist 1e,Delta-0188-R,Kepler 442b,Normal,13,NO,0,0,0,0,0,*System Error*
4701-2,Skatzn,Dedinder,Trapist 1e,Delta-0188-R,Kepler 442b,Cryostasis,24,NO,0,0,0,0,0,*System Error*
4701-3,Mediton,Dedinder,Trapist 1e,Delta-0188-R,Kepler 186f,Cryostasis,40,NO,0,0,0,0,0,*System Error*
4701-4,Naosura,Dedinder,Trapist 1e,Delta-0188-R,Kepler 186f,Cryostasis,26,NO,0,0,0,0,0,*System Error*
4702-1,Fayen,Micknightt,Earth,Kappa-0771-R,Kepler 452b,Cryostasis,18,NO,0,0,0,0,0,*System Error*
4702-2,Grette,Micknightt,Earth,Kappa-0771-R,Kepler 186f,Normal,21,NO,4118.4,2029.5,0,0,0,*System Error*
4703-1,Mesonon,Headmish,Trapist 1e,Epsilon-0185-R,Kepler 186f,Cryostasis,25,NO,0,0,0,0,0,*System Error*
4703-2,Terons,Headmish,Trapist 1e,Epsilon-0185-R,Kepler 442b,Cryostasis,39,NO,0,0,0,0,0,*System Error*
4704-1,Grafi,Grentual,Trapist 1e,Alfa-0157-L,Kepler 442b,Normal,31,NO,8098.2,435.6,19.8,29264.4,22878.9,FALSE
4705-1,Duhra,Calazy,Trapist 1e,Epsilon-0186-R,Kepler 186f,Normal,33,NO,0,0,0,79.2,188.1,*System Error*
4705-2,Graviph,Calazy,Trapist 1e,Epsilon-0186-R,Kepler 186f,Normal,33,NO,99,9147.6,0,554.4,29610.9,*System Error*
4706-1,Andra,Medington,Earth,Kappa-0763-L,Kepler 186f,Cryostasis,32,NO,0,0,0,0,0,FALSE
4706-2,Verney,Medington,Earth,Kappa-0763-L,Kepler 186f,Cryostasis,41,NO,0,0,0,0,0,TRUE
4707-1,Elicey,Llonovancis,Earth,Gamma-0957-L,Kepler 186f,Normal,21,NO,0,1613.7,0,12662.1,0,*System Error*
4707-2,Lewise,Llonovancis,Earth,Kappa-0764-L,Kepler 186f,Normal,52,NO,0,0,0,0,0,*System Error*
4708-1,,,55-Cancri e,Zeta-0305-R,Kepler 186f,Normal,27,NO,0,247.5,128.7,108.9,9880.2,FALSE
4709-1,Terrie,Morelly,Earth,Gamma-0958-L,Kepler 442b,Normal,40,NO,25878.6,0,1019.7,0,0,FALSE
4710-1,Lift,Cread,55-Cancri e,Gamma-0959-L,Kepler 186f,Normal,24,NO,1287,148.5,24294.6,0,0,TRUE
4710-2,Crunde,Cread,55-Cancri e,Zeta-0294-L,Kepler 186f,Normal,2,NO,1772.1,0,17869.5,1296.9,0,FALSE
4711-1,Duckes,Datte,55-Cancri e,Gamma-0960-L,Kepler 186f,Normal,67,NO,14058,0,831.6,0,0,FALSE
4712-1,Nichad,Vinozarks,Earth,Kappa-0765-L,Kepler 452b,Cryostasis,62,NO,0,0,0,0,0,TRUE
4713-1,Lorian,Flemaney,Earth,Gamma-0886-R,Kepler 186f,Normal,21,NO,0,0,1098.9,386.1,10830.6,FALSE
4714-1,Roydo,Mayson,Earth,Kappa-0766-L,Kepler 186f,Cryostasis,25,NO,0,0,0,0,0,FALSE
4715-1,Weias,Conable,Trapist 1e,Delta-0189-R,Kepler 186f,Normal,35,NO,0,0,0,0,0,*System Error*
4716-1,Elara,Buckeenez,Earth,Gamma-0887-R,Kepler 186f,Normal,48,NO,59.4,3247.2,0,0,3781.8,*System Error*
4717-1,Jerrye,Hayder,Earth,Kappa-0767-L,Kepler 186f,Cryostasis,17,NO,0,0,0,0,0,FALSE
4718-1,Propent,Loring,Trapist 1e,Epsilon-0187-R,Kepler 442b,Cryostasis,51,NO,0,0,0,0,0,*System Error*
4719-1,Cakers,Bra,55-Cancri e,Zeta-0306-R,Kepler 186f,Cryostasis,37,NO,0,0,0,0,0,TRUE
4720-1,Maya,Lardy,Earth,Gamma-0888-R,Kepler 186f,Normal,22,NO,0,6741.9,504.9,1296.9,9.9,TRUE
4721-1,Alfred,Santry,Earth,Kappa-0772-R,Kepler 186f,Cryostasis,25,NO,0,0,0,0,0,TRUE
4722-1,Lillia,Dotsondez,Earth,Gamma-0961-L,Kepler 186f,Normal,21,NO,8187.3,0,0,0,0,*System Error*
4723-1,Myrace,Savaraldez,Earth,Gamma-0889-R,Kepler 442b,Normal,18,NO,0,2593.8,0,0,4969.8,TRUE
4723-2,Gabrin,Savaraldez,Earth,Gamma-0889-R,Kepler 452b,Normal,26,NO,1524.6,69.3,2385.9,2108.7,4484.7,FALSE
4724-1,Hadaron,Sterve,Trapist 1e,Alfa-0158-L,Kepler 186f,Cryostasis,27,NO,0,0,0,0,0,*System Error*
4725-1,Leony,Georgasey,Earth,Kappa-0768-L,Kepler 442b,Normal,28,NO,8573.4,0,0,0,227.7,FALSE
4726-1,Eltais,Inghtal,Trapist 1e,Epsilon-0188-R,Kepler 186f,Normal,27,NO,0,18909,0,17592.3,0,TRUE
4726-2,Korneb,Praugnox,Trapist 1e,Epsilon-0188-R,Kepler 442b,Normal,27,NO,0,34174.8,0,39.6,19404,TRUE
4726-3,,,Trapist 1e,Epsilon-0188-R,Kepler 186f,Normal,22,NO,0,29.7,0,12582.9,26037,TRUE
4726-4,Hekabih,Praugnox,Trapist 1e,Epsilon-0188-R,Kepler 186f,Cryostasis,29,NO,0,0,0,0,0,TRUE
4726-5,Arraiam,Inghtal,Trapist 1e,Epsilon-0188-R,Kepler 186f,Normal,39,NO,79.2,207.9,0,554.4,21453.3,TRUE
4727-1,Andace,Solinez,Earth,Kappa-0773-R,Kepler 186f,Normal,25,NO,6108.3,89.1,821.7,0,0,*System Error*
4727-2,Violan,Solinez,Earth,Kappa-0773-R,Kepler 186f,Normal,13,NO,0,0,0,0,0,*System Error*
4728-1,Gorice,Curle,55-Cancri e,Gamma-0890-R,Kepler 186f,Normal,25,NO,6989.4,0,0,0,5771.7,FALSE
4728-2,Galowl,Curle,55-Cancri e,Gamma-0890-R,,Cryostasis,51,NO,0,0,0,0,0,TRUE
4729-1,Gros,Chnik,55-Cancri e,Gamma-0891-R,Kepler 186f,Normal,48,NO,6969.6,118.8,108.9,0,16216.2,*System Error*
4730-1,Tabiton,Earmeter,Trapist 1e,Delta-0159-L,,Normal,51,NO,0,13246.2,0,396,61162.2,FALSE
4731-1,Allyn,Farmonrada,Earth,Kappa-0769-L,Kepler 186f,Cryostasis,23,NO,0,0,0,0,0,*System Error*
4732-1,Thabius,Slavested,Trapist 1e,Epsilon-0152-L,Kepler 186f,Cryostasis,6,NO,0,0,0,0,0,TRUE
4732-2,Hallux,Slavested,Trapist 1e,Epsilon-0152-L,Kepler 186f,Cryostasis,33,NO,0,0,0,0,0,TRUE
4732-3,Okula,Slavested,Trapist 1e,Epsilon-0152-L,Kepler 186f,Normal,45,NO,0,0,0,0,0,TRUE
4733-1,Sonald,Corman,Earth,Zeta-0295-L,Kepler 186f,Normal,22,NO,9523.8,0,45351.9,1039.5,0,TRUE
4734-1,Blakes,Cone,55-Cancri e,Zeta-0296-L,Kepler 186f,Normal,37,NO,17166.6,0,3613.5,0,0,*System Error*
4735-1,Ungles,Start,55-Cancri e,Gamma-0892-R,Kepler 442b,Normal,26,NO,8454.6,0,5900.4,0,0,*System Error*
4736-1,Mocake,Nate,55-Cancri e,Gamma-0893-R,Kepler 186f,Cryostasis,35,NO,0,0,0,0,0,*System Error*
4737-1,Dwindy,Beckerson,Earth,Zeta-0297-L,Kepler 186f,Normal,22,NO,0,396,89.1,1188,6157.8,*System Error*
4738-1,Suls,Pread,55-Cancri e,Gamma-0894-R,Kepler 186f,Normal,32,NO,5256.9,7989.3,346.5,1980,0,FALSE
4738-2,Hocks,Pread,55-Cancri e,Gamma-0894-R,Kepler 186f,Normal,30,NO,5682.6,0,48906,18126.9,19.8,FALSE
4739-1,Mon,Marson,Earth,Kappa-0774-R,Kepler 186f,Normal,23,NO,366.3,29.7,0,3019.5,5751.9,TRUE
4740-1,Trice,Valey,Earth,Kappa-0775-R,Kepler 186f,Cryostasis,18,NO,0,0,0,0,0,*System Error*
4741-1,Wheal,Bau,55-Cancri e,Gamma-0962-L,Kepler 186f,Cryostasis,36,NO,0,0,0,0,0,TRUE
4741-2,Chal,Bau,55-Cancri e,Gamma-0962-L,Kepler 442b,Normal,,,0,0,0,0,0,TRUE
4741-3,Oslos,Bau,55-Cancri e,Gamma-0962-L,Kepler 186f,,8,NO,0,0,0,0,0,TRUE
4742-1,Rantax,Sulie,55-Cancri e,Gamma-0895-R,Kepler 186f,Normal,30,NO,10602.9,267.3,574.2,0,0,*System Error*
4743-1,Suhaion,Ametic,Trapist 1e,Zeta-0307-R,Kepler 186f,Normal,39,NO,0,44589.6,0,128.7,2989.8,TRUE
4744-1,Alino,Ingent,Trapist 1e,Epsilon-0153-L,Kepler 186f,Normal,35,NO,0,475.2,20463.3,29.7,59.4,TRUE
4744-2,Sulaton,Ingent,Trapist 1e,Epsilon-0153-L,Kepler 442b,Cryostasis,35,NO,0,0,0,0,0,TRUE
4745-1,Camie,Willynnedy,Earth,Kappa-0770-L,Kepler 186f,Cryostasis,17,NO,0,0,0,0,0,*System Error*
4746-1,Eristy,Joynewtonks,Earth,Kappa-0776-R,Kepler 186f,Normal,2,NO,2791.8,79.2,3336.3,0,0,FALSE
4747-1,Mesarga,Ingascomet,Trapist 1e,Alfa-0149-R,Kepler 186f,Cryostasis,44,NO,0,0,0,0,0,*System Error*
4747-2,Matark,Ingascomet,Trapist 1e,Alfa-0149-R,Kepler 186f,Normal,35,NO,0,13622.4,257.4,1574.1,16325.1,*System Error*
4748-1,Capies,Chene,55-Cancri e,Alfa-0150-R,Kepler 186f,Normal,54,NO,2019.6,1405.8,3762,376.2,9.9,FALSE
4749-1,Thelix,Blancoy,Earth,Gamma-0963-L,Kepler 186f,Normal,18,NO,2593.8,0,9.9,8167.5,0,*System Error*
4750-1,Sheratz,Asolipery,Trapist 1e,Beta-0058-R,Kepler 186f,Normal,29,NO,0,3910.5,1168.2,138.6,16305.3,FALSE
4750-2,Hekab,Asolipery,Trapist 1e,Beta-0058-R,Kepler 186f,Normal,33,NO,0,13681.8,0,17770.5,5821.2,FALSE
4751-1,Lynnon,Thomason,Earth,Gamma-0964-L,Kepler 186f,Normal,24,NO,3861,970.2,0,2752.2,386.1,*System Error*
4752-1,Terek,Knike,55-Cancri e,Gamma-0965-L,Kepler 452b,Normal,58,NO,2306.7,0,13424.4,0,1692.9,FALSE
4753-1,Rafox,Mele,55-Cancri e,Gamma-0896-R,Kepler 186f,Normal,37,NO,8415,0,4494.6,0,0,FALSE
4754-1,Lorian,Milton,Earth,Zeta-0308-R,Kepler 442b,Normal,32,NO,247.5,2425.5,1960.2,19.8,3177.9,FALSE
4755-1,,,55-Cancri e,Gamma-0966-L,Kepler 186f,Cryostasis,34,NO,0,0,0,0,0,TRUE
4756-1,Maasyma,Gealloyalt,Trapist 1e,Epsilon-0189-R,Kepler 442b,Cryostasis,46,,0,0,0,0,0,TRUE
4756-2,Beidus,Gealloyalt,Trapist 1e,Epsilon-0189-R,Kepler 442b,Cryostasis,55,NO,0,0,0,0,0,TRUE
4757-1,Tanley,Mirandry,Earth,Gamma-0897-R,Kepler 186f,Normal,26,NO,1831.5,0,4712.4,17919,524.7,FALSE
4758-1,Luzel,Woody,Earth,Gamma-0967-L,Kepler 186f,Normal,45,NO,2455.2,0,0,0,6167.7,FALSE
4759-1,Heila,Davens,Earth,Gamma-0898-R,Kepler 186f,Normal,27,NO,0,29.7,227.7,6860.7,0,FALSE
4760-1,Kimmy,Atkinney,Earth,Gamma-0899-R,Kepler 442b,Normal,19,NO,49.5,5207.4,0,0,1207.8,*System Error*
4761-1,Kell,Youngrayes,Earth,Kappa-0771-L,Kepler 442b,Cryostasis,37,NO,0,0,0,0,0,*System Error*
4761-2,Gerry,Youngrayes,Earth,Kappa-0771-L,Kepler 186f,Cryostasis,19,NO,0,0,0,0,0,*System Error*
4761-3,Denny,Youngrayes,Earth,Gamma-0968-L,Kepler 186f,Normal,35,NO,0,9098.1,0,0,504.9,*System Error*
4762-1,Wealke,Opie,55-Cancri e,Gamma-0969-L,Kepler 186f,Cryostasis,37,NO,0,0,0,0,0,TRUE
4763-1,Spikes,Dutty,55-Cancri e,Gamma-0970-L,Kepler 186f,Normal,31,NO,2950.2,0,8791.2,49.5,0,TRUE
4764-1,Faithy,Bookerson,Earth,Zeta-0309-R,Kepler 186f,Normal,23,NO,0,6623.1,1197.9,0,554.4,TRUE
4765-1,Karlie,Santry,,Kappa-0772-L,Kepler 186f,Cryostasis,3,NO,0,0,0,0,0,*System Error*
4766-1,Tundsh,Parte,55-Cancri e,Gamma-0900-R,Kepler 186f,Cryostasis,25,NO,0,0,0,0,0,*System Error*
4767-1,Rossie,Wartyson,Earth,Gamma-0971-L,Kepler 186f,,22,NO,425.7,4385.7,6355.8,0,0,*System Error*
4768-1,Yilduno,Fuleng,Trapist 1e,Alfa-0159-L,Kepler 186f,Normal,58,NO,0,23215.5,386.1,3346.2,4474.8,*System Error*
4768-2,Phernar,Fuleng,Trapist 1e,Alfa-0159-L,Kepler 186f,Cryostasis,27,NO,0,0,0,0,0,*System Error*
4769-1,Dawne,Moodman,Earth,Kappa-0777-R,Kepler 186f,Cryostasis,24,NO,0,0,0,0,0,TRUE
4770-1,Elany,Stantiagord,Earth,Gamma-0901-R,Kepler 442b,Normal,23,NO,0,5039.1,19.8,79.2,732.6,TRUE
4770-2,Joyn,Stantiagord,Earth,Gamma-0901-R,Kepler 452b,Cryostasis,20,NO,0,0,0,0,0,TRUE
4771-1,Lindy,Heney,Earth,Gamma-0902-R,Kepler 186f,Normal,37,NO,0,5732.1,1306.8,0,0,*System Error*
4772-1,Coley,Shephendry,Earth,Gamma-0972-L,Kepler 442b,Normal,24,NO,2534.4,0,0,0,3692.7,FALSE
4773-1,Therta,Sancasey,Earth,Kappa-0778-R,,Normal,54,NO,9256.5,7712.1,0,0,0,TRUE
4774-1,Siese,Perty,55-Cancri e,Gamma-0973-L,Kepler 186f,Cryostasis,,NO,0,0,0,0,0,TRUE
4774-2,Gers,Creke,55-Cancri e,Gamma-0973-L,Kepler 186f,Cryostasis,3,NO,0,0,0,0,0,TRUE
4774-3,Wins,Perty,55-Cancri e,Gamma-0973-L,Kepler 186f,Normal,36,NO,21087,0,9.9,9.9,0,FALSE
4774-4,Gicks,Perty,55-Cancri e,Gamma-0973-L,Kepler 186f,Cryostasis,8,NO,0,0,0,0,0,TRUE
4775-1,Willy,Fultz,Earth,Kappa-0779-R,Kepler 186f,Normal,24,NO,1217.7,9.9,6534,0,0,TRUE
4776-1,Prow,Spien,55-Cancri e,Gamma-0974-L,Kepler 442b,Normal,5,NO,0,0,0,0,0,*System Error*
4776-2,Batses,Spien,55-Cancri e,Zeta-0298-L,Kepler 186f,,25,,0,0,0,0,0,*System Error*
4776-3,Dous,Buthe,55-Cancri e,Gamma-0974-L,Kepler 186f,Cryostasis,20,NO,0,0,0,0,0,*System Error*
4776-4,Badont,Spien,55-Cancri e,Gamma-0974-L,,Normal,,NO,0,0,0,0,0,*System Error*
4777-1,Chary,Munozaley,Earth,Kappa-0780-R,Kepler 186f,Cryostasis,33,NO,0,0,0,0,0,TRUE
4778-1,Furus,Skenginne,Trapist 1e,Beta-0059-R,Kepler 186f,Normal,33,NO,5821.2,12483.9,0,2257.2,59.4,FALSE
4779-1,Doray,Franankson,Earth,Kappa-0773-L,Kepler 186f,Normal,31,NO,79.2,178.2,0,0,17612.1,*System Error*
4780-1,Hont,Teake,55-Cancri e,Zeta-0310-R,Kepler 186f,Normal,22,NO,8365.5,0,455.4,1217.7,0,FALSE
4780-2,Ranutz,Teake,55-Cancri e,Zeta-0310-R,Kepler 186f,Cryostasis,26,NO,0,0,0,0,0,TRUE
4781-1,Timyra,Schwardson,Earth,Gamma-0903-R,Kepler 186f,Normal,52,NO,0,0,89.1,8108.1,0,*System Error*
4782-1,Sabiton,Maxled,Trapist 1e,,Kepler 442b,Cryostasis,24,NO,0,0,0,0,0,TRUE
4782-2,Errak,Maxled,Trapist 1e,Epsilon-0190-R,Kepler 186f,Normal,55,NO,495,114364.8,0,29680.2,42906.6,FALSE
4782-3,Algenif,Maxled,Trapist 1e,Epsilon-0190-R,Kepler 442b,Normal,33,NO,0,2227.5,0,38342.7,2376,FALSE
4782-4,Hadirk,Slable,Trapist 1e,Epsilon-0190-R,Kepler 442b,Cryostasis,29,NO,0,0,0,0,0,TRUE
4782-5,Alrairk,Maxled,Trapist 1e,Epsilon-0190-R,Kepler 442b,Normal,50,NO,0,3385.8,9197.1,107781.3,0,FALSE
4783-1,Hamelik,Wheededly,Trapist 1e,Beta-0044-L,Kepler 186f,Normal,38,NO,2207.7,94000.5,0,13048.2,18473.4,TRUE
4784-1,Bon,Pert,55-Cancri e,Gamma-0904-R,Kepler 186f,Cryostasis,23,NO,0,0,0,0,0,TRUE
4785-1,,,Trapist 1e,Delta-0160-L,Kepler 442b,Cryostasis,30,NO,0,0,0,0,0,TRUE
4786-1,Enibah,Dratembid,Trapist 1e,Delta-0161-L,Kepler 186f,Cryostasis,48,VIP,0,0,0,0,0,TRUE
4787-1,Milyla,Lancock,Earth,Kappa-0781-R,Kepler 186f,Normal,20,NO,19.8,0,0,89.1,7464.6,FALSE
4788-1,Bobara,Swanardy,Earth,Gamma-0905-R,Kepler 186f,Normal,24,NO,0,0,0,7702.2,0,FALSE
4789-1,Allota,Sad,55-Cancri e,Zeta-0299-L,Kepler 186f,Cryostasis,17,NO,0,0,0,0,0,*System Error*
4790-1,Alexandar,Mirinanty,Trapist 1e,Delta-0190-R,,Normal,55,VIP,0,28244.7,0,0,16493.4,FALSE
4791-1,Louisy,Morrodgers,Earth,Kappa-0782-R,Kepler 186f,Normal,45,NO,623.7,13256.1,89.1,2504.7,415.8,TRUE
4792-1,Stace,Drakeekss,Earth,Kappa-0783-R,Kepler 186f,Cryostasis,20,NO,0,0,0,0,0,TRUE
4793-1,Enifark,Brailidy,Trapist 1e,Zeta-0311-R,Kepler 442b,Normal,38,NO,128.7,14652,9.9,14246.1,19354.5,FALSE
4793-2,Chargin,Brailidy,Trapist 1e,Zeta-0311-R,Kepler 186f,Normal,21,NO,0,11196.9,37451.7,1593.9,0,TRUE
4794-1,Dia,Hortis,Earth,Gamma-0975-L,Kepler 186f,Normal,65,NO,0,1029.6,0,5930.1,0,FALSE
4795-1,Ton,Simstravery,Earth,Gamma-0906-R,Kepler 186f,Normal,51,NO,1366.2,6989.4,0,178.2,396,TRUE
4796-1,Fis,Cre,55-Cancri e,,Kepler 186f,Normal,15,NO,207.9,0,15483.6,0,9.9,TRUE
4796-2,Stmeal,Cre,55-Cancri e,Zeta-0312-R,,Cryostasis,44,NO,0,0,0,0,0,TRUE
4797-1,Aude,Hendrewsons,Earth,Kappa-0784-R,Kepler 452b,Cryostasis,18,NO,0,0,0,0,0,TRUE
4798-1,Lus,Terry,55-Cancri e,Gamma-0976-L,Kepler 186f,Cryostasis,33,NO,0,0,0,0,0,TRUE
4798-2,Muld,Terry,55-Cancri e,Gamma-0976-L,Kepler 186f,Cryostasis,,NO,0,0,0,0,0,TRUE
4798-3,Komos,Terry,55-Cancri e,Gamma-0976-L,Kepler 186f,Cryostasis,12,NO,0,0,0,0,0,TRUE
4799-1,Minnys,Fan,55-Cancri e,Gamma-0977-L,Kepler 186f,Normal,20,NO,7860.6,0,19.8,0,1890.9,*System Error*
4799-2,Rispid,Fan,55-Cancri e,Gamma-0977-L,Kepler 186f,Normal,1,NO,316.8,10068.3,9.9,0,7474.5,*System Error*
4799-3,Hon,Fan,55-Cancri e,Gamma-0977-L,Kepler 186f,Normal,37,NO,6048.9,0,4049.1,0,198,*System Error*
4800-1,Verney,Newtontoss,Earth,Kappa-0785-R,Kepler 186f,Normal,46,NO,0,0,603.9,1970.1,5088.6,*System Error*
4801-1,Vana,Brooke,Earth,Kappa-0774-L,Kepler 186f,Cryostasis,11,NO,0,0,0,0,0,FALSE
4802-1,Mabley,Lambucketty,Earth,Kappa-0775-L,Kepler 186f,Cryostasis,,NO,0,0,0,0,0,*System Error*
4802-2,Evendy,Lambucketty,Earth,Kappa-0775-L,Kepler 452b,Normal,75,NO,5623.2,168.3,0,0,9.9,*System Error*
4803-1,Evaned,Foxter,Earth,Gamma-0978-L,Kepler 186f,Normal,57,NO,10177.2,178.2,0,0,0,FALSE
4804-1,Dorene,Thorney,Earth,Gamma-0907-R,Kepler 186f,Normal,19,NO,2088.9,5880.6,19.8,4880.7,613.8,TRUE
4804-2,Hanne,Thorney,Earth,Kappa-0786-R,Kepler 186f,Normal,9,NO,0,0,0,0,0,TRUE
4804-3,Veroy,Peckers,Earth,Kappa-0786-R,Kepler 186f,Cryostasis,2,NO,0,0,0,0,0,TRUE
